ticket_id,customer_id,timestamp,channel,issue_type,resolution_time_min,was_resolved
T28855,C100266,15/12/2022 00:00,email,??,156.0,0.0
T71947,C101458,12/07/2023 00:00,email,general,58.0,1.0
T74499,C100820,2023-11-03 00:00:00,email,billing,72.0,0.0
T45907,C100621,2023-12-08 00:00:00,phone,??,98.0,0.0
T22215,C100009,02/01/2022 00:00,phone,general,284.0,0.0
T21684,C100175,14/10/2023 00:00,whatsapp,technical,,
T40052,C100801,09/07/2022 00:00,,??,221.0,0.0
T88053,C100000,2022-07-23 00:00:00,chat,general,292.0,1.0
T93659,C101387,2024-03-22 00:00:00,,,162.0,
T39093,C100432,2024-07-26 00:00:00,,billing,59.0,0.0
T20506,C100991,2025-01-14 00:00:00,,,,0.0
T44987,C100157,31/08/2021 00:00,phone,,,1.0
T61198,C101135,2023-02-13 00:00:00,whatsapp,??,125.0,0.0
T88849,C100727,2021-03-12 00:00:00,phone,general,224.0,1.0
T48907,C101226,10/06/2023 00:00,phone,billing,57.0,1.0
T51319,C100403,2023-07-18 00:00:00,whatsapp,,,1.0
T18867,C100117,2024-07-23 00:00:00,whatsapp,??,253.0,1.0
T78835,C100125,02/09/2021 00:00,email,??,264.0,
T46385,C100090,2023-03-29 00:00:00,phone,general,135.0,1.0
T54644,C100274,2021-08-13 00:00:00,whatsapp,billing,74.0,0.0
T47207,C101148,2022-09-26 00:00:00,chat,general,18.0,
T34852,C100338,21/03/2023 00:00,whatsapp,??,132.0,0.0
T72859,C100188,05/11/2021 00:00,,??,65.0,1.0
T42518,C100581,26/06/2024 00:00,email,??,275.0,
T66870,C101492,2023-03-12 00:00:00,whatsapp,??,167.0,0.0
T43082,C100665,2022-09-17 00:00:00,chat,billing,34.0,1.0
T60744,C100862,2022-10-06 00:00:00,email,billing,124.0,1.0
T35410,C100081,2022-01-23 00:00:00,phone,billing,59.0,
T13539,C101259,2022-05-27 00:00:00,email,billing,72.0,0.0
T29432,C101319,2022-01-16 00:00:00,chat,,127.0,0.0
T86870,C100288,2022-03-15 00:00:00,,general,35.0,1.0
T74719,C100236,15/09/2021 00:00,,??,151.0,
T39278,C100220,2021-12-02 00:00:00,,general,76.0,1.0
T30292,C101000,15/01/2024 00:00,whatsapp,,210.0,0.0
T79886,C101203,2023-05-03 00:00:00,phone,billing,117.0,0.0
T14150,C100152,2023-03-06 00:00:00,chat,technical,43.0,0.0
T40358,C100492,03/04/2023 00:00,email,general,,0.0
T26125,C100261,2025-01-09 00:00:00,phone,,,1.0
T23148,C101020,30/05/2021 00:00,email,billing,246.0,0.0
T84572,C100952,2021-10-26 00:00:00,email,??,101.0,0.0
T78384,C100790,2021-07-13 00:00:00,chat,??,267.0,
T43806,C100169,2021-07-08 00:00:00,,billing,101.0,1.0
T68232,C100039,2022-06-02 00:00:00,chat,billing,124.0,0.0
T20692,C101426,2024-08-14 00:00:00,phone,,98.0,
T37363,C101168,2021-10-21 00:00:00,whatsapp,,179.0,0.0
T77005,C100499,25/02/2022 00:00,phone,,58.0,0.0
T65266,C101474,2022-01-13 00:00:00,phone,billing,251.0,0.0
T22613,C100695,27/11/2023 00:00,,general,268.0,
T42592,C100619,10/04/2022 00:00,whatsapp,billing,132.0,0.0
T13403,C101130,2021-08-03 00:00:00,phone,,71.0,1.0
T92925,C100959,10/03/2024 00:00,whatsapp,billing,57.0,0.0
T47865,C100729,14/03/2022 00:00,chat,general,149.0,0.0
T41670,C100899,10/01/2023 00:00,whatsapp,,,
T47823,C100945,2024-06-02 00:00:00,chat,technical,166.0,1.0
T90859,C100707,2025-01-19 00:00:00,phone,billing,,0.0
T24042,C100760,02/11/2021 00:00,chat,technical,,
T11923,C100315,2023-05-07 00:00:00,,??,42.0,1.0
T43929,C100308,26/11/2023 00:00,phone,general,226.0,1.0
T60667,C101350,04/04/2021 00:00,email,billing,294.0,1.0
T13342,C100351,24/09/2024 00:00,chat,general,,1.0
T90345,C100028,15/02/2023 00:00,email,billing,18.0,0.0
T16022,C100740,16/06/2022 00:00,whatsapp,technical,2.0,0.0
T38923,C101186,04/10/2022 00:00,email,,,
T70702,C101479,2024-04-16 00:00:00,whatsapp,??,36.0,1.0
T12048,C101479,2021-01-13 00:00:00,email,,257.0,
T14414,C100969,2021-06-26 00:00:00,,technical,244.0,
T72905,C100146,2022-05-24 00:00:00,chat,??,55.0,1.0
T52308,C100277,2021-07-14 00:00:00,phone,billing,253.0,
T12046,C100710,20/08/2021 00:00,chat,general,291.0,0.0
T60637,C100511,2022-01-30 00:00:00,whatsapp,technical,10.0,0.0
T21611,C100507,19/11/2022 00:00,whatsapp,technical,178.0,1.0
T76732,C100755,22/06/2023 00:00,email,technical,275.0,0.0
T88247,C101479,2024-08-15 00:00:00,phone,??,216.0,0.0
T93275,C100826,2023-10-17 00:00:00,,,208.0,0.0
T25427,C100588,2023-02-23 00:00:00,email,billing,220.0,0.0
T33989,C100680,2023-12-16 00:00:00,whatsapp,??,281.0,0.0
T75592,C101448,01/11/2024 00:00,phone,??,168.0,
T14506,C100453,2023-03-13 00:00:00,,??,33.0,1.0
T87331,C101221,2021-01-02 00:00:00,email,technical,86.0,1.0
T85428,C100901,2024-07-13 00:00:00,email,technical,282.0,1.0
T41592,C100117,16/01/2023 00:00,chat,technical,221.0,0.0
T30376,C101297,2024-09-27 00:00:00,email,??,,0.0
T29145,C100770,04/03/2021 00:00,email,billing,16.0,0.0
T85856,C100597,2021-08-21 00:00:00,,technical,92.0,
T80419,C101182,22/09/2023 00:00,email,billing,228.0,
T53646,C100541,2024-03-04 00:00:00,whatsapp,technical,176.0,
T66416,C101284,2021-11-10 00:00:00,chat,??,67.0,1.0
T78914,C100274,2023-04-24 00:00:00,,general,118.0,1.0
T23968,C101452,14/10/2021 00:00,chat,,39.0,0.0
T16670,C100101,12/02/2022 00:00,email,,245.0,
T45206,C100193,08/08/2022 00:00,,??,238.0,1.0
T75810,C101211,2022-04-27 00:00:00,chat,,129.0,
T81534,C100584,15/08/2021 00:00,whatsapp,technical,9.0,0.0
T97212,C100144,2024-03-15 00:00:00,,,260.0,1.0
T92424,C100690,2024-09-06 00:00:00,whatsapp,??,233.0,0.0
T25109,C100648,2023-08-17 00:00:00,email,??,197.0,1.0
T29486,C101331,2024-11-07 00:00:00,phone,technical,198.0,
T13476,C000000,11/01/2021 00:00,chat,billing,3.0,1.0
T78377,C100166,2021-07-28 00:00:00,phone,billing,175.0,0.0
T70248,C100663,04/09/2024 00:00,email,billing,,1.0
T64955,C100855,2021-09-14 00:00:00,phone,??,246.0,1.0
T75634,C101456,11/04/2024 00:00,chat,,52.0,1.0
T14107,C100285,01/02/2021 00:00,phone,billing,294.0,1.0
T19129,C101455,10/02/2021 00:00,phone,billing,201.0,0.0
T46158,C100061,2021-12-29 00:00:00,whatsapp,general,103.0,1.0
T94225,C100015,2023-03-20 00:00:00,,,173.0,0.0
T54911,C100529,2022-08-12 00:00:00,,general,272.0,0.0
T24868,C100147,20/07/2023 00:00,,general,28.0,
T41732,C101074,05/01/2021 00:00,,??,271.0,1.0
T59867,C100060,2022-03-17 00:00:00,whatsapp,technical,168.0,0.0
T58644,C101037,27/08/2021 00:00,email,technical,26.0,
T76290,C101029,09/01/2022 00:00,,technical,,1.0
T11728,C100463,09/05/2024 00:00,email,??,45.0,1.0
T52842,C101100,2021-10-15 00:00:00,email,,45.0,1.0
T72486,C100929,17/06/2023 00:00,,general,165.0,1.0
T21492,C101096,07/08/2023 00:00,chat,,108.0,1.0
T52317,C101179,2024-09-08 00:00:00,chat,,,
T93625,C100409,2021-05-09 00:00:00,,??,228.0,
T72546,C100595,2023-10-07 00:00:00,whatsapp,,11.0,1.0
T42533,C100709,2024-06-25 00:00:00,email,general,91.0,0.0
T96046,C100899,2024-03-24 00:00:00,email,??,104.0,1.0
T34988,C100154,19/06/2024 00:00,phone,general,179.0,
T32002,C100124,16/09/2023 00:00,phone,general,,1.0
T37923,C100158,2023-02-10 00:00:00,chat,technical,291.0,
T74629,C100771,31/10/2021 00:00,email,,222.0,1.0
T71843,C100877,2024-03-11 00:00:00,whatsapp,general,137.0,0.0
T65910,C100975,2024-10-04 00:00:00,whatsapp,billing,289.0,0.0
T98878,C100184,2024-07-24 00:00:00,whatsapp,??,236.0,1.0
T94683,C100108,2021-10-07 00:00:00,,,,0.0
T12090,C100586,2024-01-06 00:00:00,email,general,191.0,
T55276,C100218,08/03/2021 00:00,email,??,243.0,
T86594,C100070,28/01/2024 00:00,phone,,246.0,0.0
T20730,C100824,2022-08-31 00:00:00,phone,??,164.0,0.0
T64804,C100480,19/04/2024 00:00,,general,72.0,0.0
T33031,C100715,2022-05-14 00:00:00,phone,technical,21.0,1.0
T35409,C100481,26/12/2021 00:00,phone,,285.0,0.0
T43405,C100913,2022-11-22 00:00:00,,technical,7.0,0.0
T65529,C100284,2022-02-07 00:00:00,chat,general,275.0,1.0
T72554,C100313,16/08/2024 00:00,email,billing,272.0,0.0
T14316,C100150,2023-04-28 00:00:00,,billing,170.0,0.0
T11369,C101375,2023-07-22 00:00:00,chat,,88.0,1.0
T14679,C101488,2024-05-06 00:00:00,chat,technical,206.0,
T67415,C100022,15/04/2021 00:00,email,??,299.0,1.0
T79302,C101289,2024-02-25 00:00:00,chat,general,114.0,0.0
T58406,C101298,13/10/2022 00:00,whatsapp,,229.0,0.0
T16424,C101102,19/05/2021 00:00,phone,??,124.0,0.0
T82183,C100981,15/04/2023 00:00,,general,199.0,0.0
T16645,C101295,28/05/2024 00:00,whatsapp,,61.0,
T48476,C101497,2021-05-15 00:00:00,chat,billing,219.0,
T87221,C100650,2022-02-01 00:00:00,chat,general,40.0,1.0
T94677,C100975,2021-11-04 00:00:00,whatsapp,billing,201.0,
T69204,C100155,2021-03-22 00:00:00,email,billing,201.0,
T51470,C100965,2024-02-13 00:00:00,chat,??,112.0,0.0
T36463,C100398,03/06/2022 00:00,,technical,85.0,0.0
T67079,C101364,2022-05-23 00:00:00,,general,27.0,0.0
T56193,C100790,07/11/2022 00:00,email,technical,142.0,
T78561,C100114,2025-01-25 00:00:00,chat,billing,109.0,0.0
T85109,C100224,2023-07-01 00:00:00,whatsapp,billing,168.0,0.0
T64585,C100448,18/01/2022 00:00,chat,??,267.0,
T67561,C100924,01/03/2022 00:00,phone,??,83.0,
T88659,C101078,2022-02-27 00:00:00,chat,billing,57.0,1.0
T68478,C101034,22/03/2024 00:00,phone,technical,,
T89738,C100622,2021-08-02 00:00:00,whatsapp,billing,105.0,0.0
T49396,C100278,2021-12-11 00:00:00,,,178.0,1.0
T51732,C101309,2023-09-14 00:00:00,,,234.0,
T94729,C100490,2022-08-03 00:00:00,whatsapp,billing,130.0,0.0
T84146,C101161,2021-07-03 00:00:00,chat,technical,140.0,
T28251,C100245,2023-02-27 00:00:00,whatsapp,??,26.0,
T51426,C100648,2023-10-26 00:00:00,phone,billing,52.0,0.0
T10396,C100805,05/01/2022 00:00,chat,??,159.0,1.0
T98850,C100439,2024-01-28 00:00:00,phone,general,12.0,0.0
T19895,C101444,2022-01-28 00:00:00,email,general,172.0,
T11030,C100715,23/11/2024 00:00,chat,general,238.0,
T31769,C100259,2022-04-22 00:00:00,phone,billing,10.0,
T55420,C100700,2022-01-21 00:00:00,email,,153.0,0.0
T26500,C101425,2023-03-07 00:00:00,phone,general,94.0,
T23832,C100086,18/03/2024 00:00,phone,technical,146.0,
T68911,C100361,28/03/2021 00:00,,??,167.0,
T66910,C101028,08/08/2022 00:00,chat,??,81.0,
T41518,C100593,03/02/2025 00:00,chat,billing,108.0,1.0
T98408,C100982,2021-01-27 00:00:00,,,144.0,1.0
T14654,C100653,2023-03-23 00:00:00,,??,270.0,
T95551,C100676,2021-06-08 00:00:00,email,??,64.0,1.0
T77887,C100399,2024-06-29 00:00:00,,,99.0,0.0
T27820,C100811,2021-02-10 00:00:00,email,??,184.0,1.0
T24428,C100772,06/05/2021 00:00,whatsapp,general,234.0,1.0
T29635,C100388,2024-09-05 00:00:00,email,billing,,0.0
T93359,C100971,2023-09-24 00:00:00,chat,billing,203.0,0.0
T52302,C100857,2023-11-13 00:00:00,chat,,215.0,0.0
T40803,C100525,2022-06-08 00:00:00,phone,,100.0,1.0
T67567,C100746,11/03/2023 00:00,,,109.0,
T74965,C101261,2021-06-11 00:00:00,,billing,52.0,0.0
T54301,C100525,04/03/2023 00:00,chat,general,59.0,
T14777,C100090,22/05/2024 00:00,,billing,205.0,
T41250,C100188,2022-09-03 00:00:00,email,technical,93.0,1.0
T26896,C100795,23/08/2022 00:00,email,??,222.0,0.0
T38667,C100984,08/10/2021 00:00,email,??,232.0,
T65276,C100499,2024-05-18 00:00:00,,,296.0,1.0
T63049,C100304,23/03/2023 00:00,chat,technical,224.0,
T50743,C100773,2022-09-23 00:00:00,chat,technical,184.0,
T80626,C100827,19/01/2021 00:00,whatsapp,technical,108.0,
T87567,C101233,2021-02-09 00:00:00,phone,,166.0,1.0
T16225,C100973,2023-08-09 00:00:00,whatsapp,??,48.0,1.0
T16711,C100700,19/11/2022 00:00,whatsapp,billing,104.0,
T43879,C100019,31/12/2021 00:00,email,??,36.0,0.0
T60258,C100100,2023-04-01 00:00:00,whatsapp,technical,285.0,1.0
T77955,C100065,20/10/2023 00:00,phone,general,144.0,1.0
T38532,C101152,2023-05-06 00:00:00,chat,??,80.0,
T51636,C100544,11/12/2023 00:00,phone,general,62.0,
T41584,C100172,2024-04-26 00:00:00,email,??,168.0,0.0
T90938,C100318,2023-01-17 00:00:00,email,billing,22.0,
T55544,C100725,19/10/2021 00:00,chat,general,62.0,0.0
T42011,C101172,06/04/2024 00:00,,,241.0,
T88326,C100284,22/06/2021 00:00,,billing,93.0,1.0
T78345,C100453,2024-02-27 00:00:00,,billing,231.0,1.0
T68316,C100234,2024-03-02 00:00:00,,??,286.0,1.0
T95469,C100877,2022-11-02 00:00:00,whatsapp,technical,162.0,1.0
T65857,C101061,2023-04-28 00:00:00,email,billing,225.0,
T71304,C101121,2021-11-16 00:00:00,phone,technical,6.0,0.0
T65434,C100223,02/07/2024 00:00,chat,general,259.0,0.0
T22387,C100180,2023-12-01 00:00:00,email,billing,140.0,0.0
T11079,C100302,2023-04-05 00:00:00,email,technical,,
T21570,C101135,2021-07-04 00:00:00,whatsapp,general,89.0,
T42173,C100340,2023-03-19 00:00:00,phone,billing,167.0,0.0
T67548,C100570,27/06/2024 00:00,,??,3.0,
T39811,C100752,2021-06-07 00:00:00,email,,,0.0
T42805,C100266,20/09/2023 00:00,phone,general,153.0,0.0
T42901,C100299,2022-05-01 00:00:00,,,,1.0
T65506,C100932,18/03/2024 00:00,email,billing,89.0,
T14734,C100506,2023-04-07 00:00:00,email,billing,186.0,0.0
T99206,C100053,2024-01-10 00:00:00,whatsapp,technical,213.0,1.0
T97552,C100452,31/10/2022 00:00,phone,general,278.0,1.0
T13246,C101322,2021-02-26 00:00:00,phone,,290.0,
T39392,C101413,14/01/2024 00:00,phone,general,299.0,0.0
T67739,C100965,2023-08-19 00:00:00,email,general,246.0,
T71011,C100193,2022-11-06 00:00:00,,billing,108.0,
T56503,C101018,2023-12-09 00:00:00,,,68.0,0.0
T86179,C100129,2022-08-05 00:00:00,whatsapp,general,233.0,0.0
T68043,C100086,23/11/2024 00:00,whatsapp,technical,34.0,
T66356,C100559,2023-05-19 00:00:00,whatsapp,general,57.0,1.0
T43702,C100294,2021-01-23 00:00:00,chat,,33.0,
T64955,C101342,2023-11-03 00:00:00,chat,technical,156.0,0.0
T32890,C100539,21/04/2024 00:00,chat,general,261.0,1.0
T69433,C100271,25/03/2024 00:00,email,technical,265.0,0.0
T75956,C100143,2024-05-09 00:00:00,phone,technical,94.0,1.0
T78579,C101191,23/04/2023 00:00,,technical,,
T90802,C100890,2022-10-07 00:00:00,,??,181.0,1.0
T37368,C100583,2023-01-27 00:00:00,chat,,104.0,0.0
T85789,C101014,2022-03-01 00:00:00,phone,technical,113.0,
T25346,C100906,18/05/2022 00:00,chat,general,114.0,1.0
T35901,C101285,10/07/2024 00:00,email,technical,76.0,
T44479,C100770,2024-02-20 00:00:00,phone,billing,208.0,1.0
T27492,C100148,2023-06-03 00:00:00,whatsapp,billing,192.0,
T58603,C101055,2024-09-03 00:00:00,,billing,63.0,0.0
T63261,C101390,2023-03-25 00:00:00,email,general,121.0,0.0
T73477,C100699,2021-02-10 00:00:00,,??,106.0,
T63612,C100259,2022-09-29 00:00:00,email,??,169.0,1.0
T85653,C101362,2022-12-10 00:00:00,whatsapp,general,111.0,1.0
T52323,C101455,2023-04-06 00:00:00,whatsapp,,42.0,1.0
T21760,C100362,2022-06-01 00:00:00,email,??,268.0,
T73890,C100409,2023-07-10 00:00:00,chat,??,63.0,
T33273,C100523,2024-02-17 00:00:00,,billing,28.0,
T89522,C101392,06/08/2024 00:00,chat,billing,53.0,1.0
T98898,C101007,2022-08-17 00:00:00,chat,??,125.0,0.0
T64925,C100476,03/08/2022 00:00,chat,technical,149.0,0.0
T48838,C101057,15/04/2022 00:00,phone,technical,23.0,0.0
T15492,C100971,2022-08-23 00:00:00,chat,technical,,1.0
T47499,C100705,03/10/2021 00:00,,general,274.0,0.0
T90100,C100719,2021-05-21 00:00:00,,general,56.0,
T97355,C101043,2021-07-31 00:00:00,chat,general,37.0,0.0
T73247,C101084,2021-09-04 00:00:00,whatsapp,billing,227.0,0.0
T20068,C100248,19/03/2021 00:00,,,99.0,
T61659,C101497,03/07/2024 00:00,email,general,11.0,0.0
T73891,C100132,2024-06-05 00:00:00,,general,79.0,0.0
T84207,C101386,2025-02-03 00:00:00,phone,general,222.0,
T63388,C100897,2021-03-03 00:00:00,email,general,241.0,0.0
T27630,C101465,2023-08-23 00:00:00,phone,,132.0,
T47382,C100199,2024-12-02 00:00:00,whatsapp,billing,188.0,
T36571,C100838,2021-10-31 00:00:00,,technical,123.0,1.0
T60067,C101048,2021-06-26 00:00:00,,technical,191.0,1.0
T15536,C100417,21/03/2023 00:00,whatsapp,billing,53.0,
T62528,C100163,04/07/2024 00:00,whatsapp,,,
T48982,C101441,30/03/2024 00:00,phone,??,112.0,0.0
T15890,C100619,31/01/2021 00:00,,technical,2.0,
T88378,C100584,2022-12-11 00:00:00,whatsapp,billing,288.0,1.0
T74056,C100222,2022-09-05 00:00:00,phone,??,,1.0
T62756,C100316,2024-06-11 00:00:00,whatsapp,??,158.0,1.0
T42559,C100859,06/12/2022 00:00,,,74.0,1.0
T21075,C100560,2022-08-31 00:00:00,phone,,,1.0
T59988,C100206,2022-07-31 00:00:00,chat,billing,134.0,
T44988,C100593,30/03/2023 00:00,whatsapp,,,0.0
T30136,C100104,2023-01-10 00:00:00,phone,general,233.0,0.0
T53800,C100710,02/08/2023 00:00,whatsapp,??,75.0,0.0
T10942,C101040,19/12/2023 00:00,phone,,218.0,0.0
T73980,C101315,2021-12-07 00:00:00,chat,billing,267.0,
T28532,C100555,19/06/2023 00:00,chat,??,263.0,0.0
T67883,C100271,2023-02-28 00:00:00,chat,,282.0,1.0
T21925,C100630,2021-04-19 00:00:00,chat,,273.0,
T49897,C100521,2022-01-08 00:00:00,whatsapp,technical,294.0,0.0
T89207,C101092,24/06/2024 00:00,phone,technical,241.0,1.0
T87331,C101213,2022-08-04 00:00:00,phone,general,16.0,1.0
T70145,C101477,2022-04-16 00:00:00,chat,technical,172.0,1.0
T27023,C100155,2023-11-16 00:00:00,email,technical,61.0,0.0
T36575,C101273,10/12/2021 00:00,phone,??,62.0,0.0
T78083,C101110,2024-03-21 00:00:00,whatsapp,??,139.0,1.0
T90777,C101430,09/12/2022 00:00,phone,,189.0,
T88071,C101239,2022-06-14 00:00:00,chat,technical,36.0,
T60896,C100645,05/05/2024 00:00,phone,technical,280.0,1.0
T35689,C101324,2021-05-25 00:00:00,email,billing,164.0,1.0
T26535,C100863,2023-12-23 00:00:00,email,general,279.0,
T96842,C100594,2021-05-21 00:00:00,,??,173.0,
T31296,C100171,2021-01-01 00:00:00,whatsapp,general,30.0,1.0
T45561,C100473,26/12/2022 00:00,chat,billing,111.0,0.0
T63031,C100579,2021-08-18 00:00:00,phone,,131.0,1.0
T62113,C100367,17/05/2024 00:00,email,billing,93.0,0.0
T12085,C100467,2024-03-12 00:00:00,email,??,80.0,
T58426,C100227,2022-06-03 00:00:00,email,general,3.0,
T70074,C101341,2023-11-04 00:00:00,phone,,227.0,0.0
T64444,C100394,2023-12-31 00:00:00,whatsapp,technical,256.0,1.0
T74205,C101286,02/11/2021 00:00,email,billing,86.0,1.0
T79141,C100176,01/02/2023 00:00,phone,,283.0,1.0
T39739,C101006,2024-07-07 00:00:00,,,127.0,
T77295,C100508,18/02/2021 00:00,whatsapp,technical,231.0,1.0
T57309,C100384,04/12/2021 00:00,email,??,24.0,0.0
T52253,C100736,2021-11-04 00:00:00,chat,billing,43.0,
T65980,C100980,2023-01-17 00:00:00,chat,technical,6.0,1.0
T18317,C101165,2021-12-21 00:00:00,email,??,120.0,0.0
T41687,C100807,28/12/2022 00:00,chat,,124.0,0.0
T85199,C100684,2024-07-11 00:00:00,chat,,20.0,
T49745,C100458,2024-07-29 00:00:00,chat,??,290.0,1.0
T21294,C100468,2024-01-28 00:00:00,phone,billing,199.0,1.0
T30776,C100370,14/08/2022 00:00,phone,general,,1.0
T39935,C100803,2021-08-17 00:00:00,chat,,96.0,
T14005,C100018,2021-12-29 00:00:00,whatsapp,billing,164.0,0.0
T65847,C101129,2021-07-30 00:00:00,chat,billing,43.0,
T74147,C100223,03/07/2021 00:00,email,general,190.0,
T25675,C100629,2022-05-29 00:00:00,email,billing,39.0,1.0
T47298,C101175,28/12/2024 00:00,email,??,184.0,
T72658,C101075,2025-01-30 00:00:00,chat,general,71.0,0.0
T30090,C100364,11/04/2023 00:00,whatsapp,,186.0,1.0
T67104,C101058,2023-09-03 00:00:00,whatsapp,technical,,0.0
T41253,C101489,2023-11-28 00:00:00,phone,??,,
T98158,C101107,09/01/2022 00:00,email,technical,261.0,
T55874,C100080,2022-11-22 00:00:00,chat,billing,29.0,1.0
T20339,C100420,04/10/2023 00:00,email,technical,119.0,0.0
T83524,C100103,2025-01-25 00:00:00,email,??,192.0,0.0
T82840,C100101,2024-09-27 00:00:00,whatsapp,billing,133.0,
T21654,C101427,04/07/2021 00:00,chat,??,,0.0
T22391,C100745,18/01/2022 00:00,whatsapp,??,292.0,0.0
T99943,C100401,2022-06-09 00:00:00,chat,,190.0,0.0
T14032,C100895,23/12/2022 00:00,chat,billing,220.0,1.0
T45953,C100846,2023-07-29 00:00:00,whatsapp,,236.0,1.0
T40398,C100014,2022-02-09 00:00:00,whatsapp,general,55.0,
T88059,C100406,2023-01-04 00:00:00,,??,,
T49723,C101162,2022-07-10 00:00:00,,billing,180.0,1.0
T65250,C100785,23/10/2023 00:00,,billing,102.0,
T48565,C101095,2021-11-27 00:00:00,whatsapp,??,27.0,0.0
T34968,C100966,2024-07-24 00:00:00,,general,233.0,0.0
T90953,C101437,20/03/2021 00:00,email,technical,259.0,
T10808,C100144,2024-09-20 00:00:00,,technical,38.0,0.0
T23924,C100437,08/01/2025 00:00,whatsapp,technical,117.0,0.0
T58142,C100997,2023-08-01 00:00:00,email,general,231.0,1.0
T70372,C100792,18/06/2023 00:00,phone,billing,124.0,1.0
T56259,C101172,01/04/2023 00:00,whatsapp,,41.0,1.0
T25249,C101401,2023-04-14 00:00:00,whatsapp,,244.0,1.0
T18081,C100106,29/06/2021 00:00,,general,217.0,1.0
T16343,C100157,2024-09-11 00:00:00,,technical,199.0,
T61540,C100193,2023-11-19 00:00:00,phone,general,123.0,1.0
T31179,C100091,2021-06-08 00:00:00,chat,billing,245.0,
T67660,C100879,2022-11-22 00:00:00,phone,??,267.0,1.0
T90343,C100280,16/08/2024 00:00,whatsapp,,170.0,0.0
T87390,C101183,15/10/2021 00:00,phone,general,41.0,1.0
T59110,C100649,05/06/2023 00:00,whatsapp,,227.0,
T69589,C101211,2021-07-11 00:00:00,email,??,171.0,0.0
T40308,C101196,25/10/2024 00:00,whatsapp,,174.0,1.0
T38099,C100163,17/11/2022 00:00,whatsapp,billing,239.0,0.0
T24018,C100926,2021-12-25 00:00:00,,technical,44.0,1.0
T70888,C100172,2024-06-30 00:00:00,whatsapp,billing,253.0,
T96147,C100449,19/09/2023 00:00,,,197.0,
T34107,C101345,2022-12-04 00:00:00,chat,billing,75.0,0.0
T47862,C100855,2024-12-13 00:00:00,whatsapp,general,267.0,0.0
T14650,C100283,2024-06-06 00:00:00,,billing,262.0,
T82686,C101337,2022-11-10 00:00:00,chat,??,21.0,0.0
T91471,C100211,08/05/2023 00:00,chat,,166.0,0.0
T84512,C100439,2023-03-16 00:00:00,chat,??,38.0,0.0
T89454,C101184,2022-02-13 00:00:00,chat,billing,162.0,
T39888,C101230,2021-01-19 00:00:00,whatsapp,,169.0,
T52291,C101003,09/09/2023 00:00,chat,billing,69.0,1.0
T28139,C100831,22/11/2024 00:00,,,78.0,
T26309,C100119,30/07/2024 00:00,chat,billing,210.0,
T80801,C100287,2023-09-23 00:00:00,,??,53.0,
T96291,C101258,14/05/2022 00:00,chat,general,,
T71846,C100484,2023-02-10 00:00:00,phone,??,276.0,0.0
T81698,C100416,23/05/2022 00:00,,billing,270.0,0.0
T96929,C100897,09/10/2024 00:00,chat,billing,190.0,
T18110,C100607,2021-01-19 00:00:00,phone,??,112.0,0.0
T23166,C100547,16/05/2022 00:00,phone,,147.0,1.0
T20779,C101217,14/01/2022 00:00,whatsapp,billing,,
T39383,C101352,2024-05-24 00:00:00,phone,general,45.0,
T34003,C100356,2022-08-09 00:00:00,,??,22.0,
T18257,C100988,2022-05-17 00:00:00,chat,general,188.0,
T82619,C100072,2023-10-07 00:00:00,,,64.0,
T15285,C101187,11/02/2022 00:00,email,technical,3.0,
T19240,C100105,19/12/2024 00:00,whatsapp,,229.0,0.0
T96243,C100991,30/01/2024 00:00,email,??,,1.0
T80727,C100671,15/09/2023 00:00,whatsapp,billing,61.0,0.0
T82664,C100533,2021-04-26 00:00:00,email,billing,25.0,1.0
T13436,C101473,2024-06-10 00:00:00,whatsapp,billing,20.0,0.0
T57492,C100156,2023-02-03 00:00:00,phone,technical,232.0,1.0
T72858,C100297,2024-01-27 00:00:00,,??,200.0,
T81453,C100035,2022-05-05 00:00:00,chat,billing,149.0,
T63968,C100240,25/03/2021 00:00,whatsapp,general,57.0,
T26341,C100125,2023-02-15 00:00:00,,??,12.0,1.0
T16767,C100072,07/05/2024 00:00,,??,128.0,
T91184,C100761,05/02/2023 00:00,email,general,241.0,1.0
T66953,C100853,2023-12-04 00:00:00,email,,188.0,
T48087,C100745,2024-12-31 00:00:00,,billing,,
T26751,C100603,2024-06-10 00:00:00,email,,256.0,0.0
T33904,C101029,2022-09-29 00:00:00,chat,general,128.0,0.0
T81162,C101050,2021-08-14 00:00:00,chat,general,100.0,
T21130,C100650,04/01/2024 00:00,chat,??,76.0,
T69435,C101261,12/03/2023 00:00,email,general,119.0,0.0
T53056,C100062,2022-09-15 00:00:00,email,general,86.0,1.0
T47902,C100206,17/04/2023 00:00,,,,0.0
T30120,C100475,2024-01-06 00:00:00,phone,,89.0,0.0
T13096,C100863,2024-05-06 00:00:00,chat,billing,168.0,0.0
T59509,C100369,04/05/2022 00:00,whatsapp,general,257.0,0.0
T13082,C100526,10/10/2021 00:00,,technical,96.0,
T24555,C101003,2023-04-05 00:00:00,whatsapp,billing,60.0,
T94052,C101180,2024-03-17 00:00:00,chat,,198.0,1.0
T13916,C100294,2021-09-27 00:00:00,,technical,45.0,
T67755,C100093,2023-02-10 00:00:00,phone,general,17.0,0.0
T40451,C100525,22/01/2025 00:00,whatsapp,technical,94.0,
T37646,C101374,2023-01-19 00:00:00,chat,??,13.0,1.0
