customer_id,date_count,call_minutes_mean,call_minutes_std,call_minutes_sum,call_minutes_max,data_usage_gb_mean,data_usage_gb_std,data_usage_gb_sum,data_usage_gb_max,sms_count_mean,sms_count_std,sms_count_sum,sms_count_max,amount_paid_mean,amount_paid_std,amount_paid_sum,amount_paid_max,usage_trend,spend_trend,usage_volatility,spend_volatility,recent_avg_spend,historical_avg_spend,spend_change_pct
C100434,19,314.97,82.85,5984.42,451.89,4.91,2.35,93.33,8.15,48.68,19.93,925,82,51.37,37.42,976.0,118.32,0.08882671885834763,-0.23324164032805947,2.3518220381091304,37.41778248517806,40.06296244938023,53.48836334228834,-0.250996666452381
C100435,6,322.38,127.19,1934.26,502.0,3.63,2.38,21.75,7.11,42.17,25.1,253,81,60.23,47.91,361.36,108.14,0.7371070731213214,-4.737684107718689,2.381276347486667,47.908630289682726,71.03926690966593,49.41380703857832,0.43764002749685305
C100436,6,335.42,41.52,2012.49,415.56,5.11,1.5,30.64,6.91,60.33,19.57,362,90,64.05,44.36,384.3,113.12,0.39047341956485243,20.837256078563,1.5047204450821838,44.35868362478749,102.10386165681238,25.995673670206354,2.9277251650467373
C100437,6,350.32,185.21,2101.94,574.32,6.28,2.56,37.68,10.31,49.67,20.68,298,75,65.12,34.21,390.71,103.8,0.3253377952512421,-4.183330625861682,2.5573797404645857,34.21320284663461,58.292891989202424,71.94453649188306,-0.18975234490837037
C100438,23,298.04,93.79,6854.95,480.49,4.54,1.89,104.41,7.36,47.22,24.68,1086,94,60.38,31.55,1388.83,119.45,0.03655885195287683,1.891899593578729,1.885276064252595,31.553341898150457,86.50815081567931,56.465201909874324,0.5320613030616161
C100439,24,267.22,106.42,6413.17,437.73,5.16,1.91,123.94,8.0,46.58,18.08,1118,90,70.15,30.8,1683.61,118.05,-0.03541257839934567,1.9012583715281888,1.909613390537985,30.79627006007977,103.47726550577336,65.38928695643608,0.5824804080630579
C100440,4,352.53,104.03,1410.11,467.04,4.91,2.53,19.62,8.24,54.0,26.98,216,88,26.6,14.46,106.42,45.81,0.4244511102890483,1.5666624581272852,2.5330330750400316,14.458820124317132,30.60265196981878,14.608536624439092,1.094847194935502
C100441,26,312.7,112.21,8130.16,562.44,5.0,1.87,130.08,8.15,53.23,19.09,1384,92,45.83,32.2,1191.68,113.51,-0.02858038912649846,1.25911497533665,1.8738292664344027,32.19545398800203,71.97619509711747,42.42415624607772,0.6965851879204303
C100442,16,284.63,135.75,4554.1,505.94,4.68,2.12,74.83,8.97,44.56,21.95,713,84,48.91,37.02,782.56,112.14,-0.27959653524375094,0.3929092529426501,2.1236059672233814,37.02223635576797,67.73458749814387,44.56621058703757,0.5198641887189082
C100443,18,283.1,121.56,5095.81,534.98,5.2,1.97,93.55,8.83,48.44,15.12,872,87,54.19,32.73,975.35,97.74,-0.10423727617009435,-0.2641258061453858,1.9694147213408373,32.73211652680531,25.51487631807953,59.92037436031372,-0.5741869674469446
C100444,12,303.96,109.42,3647.55,456.82,4.44,1.96,53.24,8.1,40.83,11.24,490,60,58.71,31.39,704.54,111.22,-0.04231062258534721,-1.2952726759685065,1.9623310292374927,31.39053782181886,54.01509726243544,60.27699217125554,-0.10388532478576844
C100445,3,339.82,100.68,1019.47,428.95,3.39,2.96,10.16,6.35,63.33,7.64,190,70,60.49,53.11,181.47,115.16,1.4656350570559995,28.97045949767043,2.9559891353890113,53.10693775125877,60.490897275738774,0.0,0.0
C100446,6,326.2,159.13,1957.18,601.78,5.13,1.88,30.79,8.4,60.5,14.79,363,75,88.89,20.56,533.33,115.63,-0.08101595012120807,1.7302502449181298,1.8750623193328533,20.562248756817603,89.68698296591019,88.09109599200487,0.018116325559738355
C100447,26,281.87,92.26,7328.5,413.0,4.81,1.88,125.16,9.2,44.0,20.58,1144,85,70.34,30.95,1828.79,112.35,0.022796219912955298,1.5790492803783396,1.8825033583374773,30.952225647982434,95.94652630883371,66.99777768082458,0.43208520685447366
C100448,20,314.11,98.61,6282.18,496.08,4.35,2.09,87.06,9.14,48.5,21.43,970,81,68.06,22.6,1361.21,105.26,-0.0041672457882482,-0.5604185998953686,2.0930806700635287,22.603374011055166,58.33103824365128,69.77756817527009,-0.16404311917071915
C100449,4,277.75,91.7,1110.99,372.98,5.62,2.22,22.48,8.07,38.0,3.37,152,42,54.76,32.74,219.02,89.9,-0.9030334025671554,-12.082221229406302,2.224625016092022,32.73736608799681,49.265845556145656,71.22677986342066,-0.3083241211997188
C100450,29,288.02,92.09,8352.49,449.61,5.21,2.19,151.13,9.45,43.1,15.34,1250,76,53.71,41.6,1557.49,118.0,-0.039238527636162944,0.09537688863499288,2.1928777671642834,41.60382914805713,72.85543308838379,51.49703887751655,0.41474994827697265
C100451,18,308.32,91.37,5549.7,483.42,5.9,2.33,106.25,11.69,51.5,22.12,927,95,54.76,35.4,985.59,111.33,-0.08845431445756989,-1.3582553233648489,2.326642003645751,35.39943404258512,57.03229345042461,54.29966526942512,0.05032495444383836
C100452,13,303.8,61.55,3949.41,428.6,4.9,2.19,63.75,9.56,42.08,20.43,547,65,62.19,35.39,808.47,109.69,-0.13751058108445932,-0.4633259668269763,2.1920734526671435,35.387947354148594,59.78764517526745,62.91058048978806,-0.04964085993496022
C100453,20,301.51,98.48,6030.14,442.92,4.6,2.22,92.09,8.35,50.8,15.36,1016,82,63.12,37.07,1262.45,119.65,-0.05094110442189876,2.198858790741142,2.2237529948442476,37.07282854966094,96.77204705397496,57.18419682509129,0.6922865481519416
C100454,22,294.12,90.65,6470.72,446.84,5.09,2.01,111.95,8.37,56.86,18.63,1251,91,57.4,38.01,1262.73,116.18,-0.08877698620323173,0.6465946569634314,2.0134524501796074,38.00563466222854,77.34000171299265,54.24814318713178,0.42567094778164666
C100455,3,310.78,76.77,932.35,399.39,4.51,2.58,13.54,6.94,46.67,26.08,140,69,46.47,47.36,139.41,95.45,1.0733759830978886,47.262685222927836,2.579419616751659,47.35657567962835,46.46878823043759,0.0,0.0
C100456,28,320.0,85.69,8960.14,465.51,4.69,1.62,131.4,7.87,57.14,21.07,1600,89,69.71,30.02,1951.98,112.49,0.04396384910324208,0.6268596123277586,1.6177435068238464,30.015961183620735,82.80192980665355,68.14290994559326,0.21512171805936023
C100457,10,258.88,74.33,2588.84,408.76,5.23,2.68,52.27,8.61,48.6,17.1,486,70,66.76,34.32,667.64,119.17,-0.32435881136374983,-2.571012658196126,2.684539770806815,34.321279088529195,61.383292485202155,69.07064335251962,-0.11129693447450774
C100458,22,296.89,84.07,6531.67,478.67,5.44,1.9,119.68,8.88,52.77,21.22,1161,107,66.02,32.04,1452.39,112.57,0.05499713288790121,0.6262416197905548,1.8979958611749983,32.04312363392408,75.88869994927505,64.45916472508652,0.17731435511047394
C100459,17,313.52,131.97,5329.85,530.08,5.61,1.69,95.45,8.71,49.24,23.36,837,96,67.7,37.85,1150.87,118.96,0.043515493187840114,-0.6623801408102868,1.687127280062856,37.85245963095969,73.31239913819682,66.49532797698521,0.10251955090094572
C100460,23,324.59,67.72,7465.5,498.75,4.67,2.02,107.41,8.87,50.3,21.67,1157,93,66.61,30.13,1532.03,114.7,-0.0312594829220454,-1.17055215344237,2.023095582927729,30.132481372758033,60.432653568387366,67.53678447427707,-0.10518906046815828
C100461,25,294.64,90.56,7366.1,453.73,5.87,1.83,146.64,8.34,55.24,18.95,1381,87,60.44,39.77,1510.9,119.9,0.0439709333249534,0.14912237856289803,1.8254338823743566,39.767013221830275,41.43366764378396,63.027331250014804,-0.3426079317966643
C100462,28,328.49,96.96,9197.77,500.94,4.36,1.64,122.22,7.94,47.86,20.83,1340,87,64.07,36.97,1793.98,113.69,-0.002076989492253412,0.47293564755824324,1.6407296157487856,36.96799464932252,46.58897747114862,66.16832409573598,-0.29590210863220423
C100463,16,334.43,84.29,5350.85,516.67,5.21,1.7,83.42,7.87,45.12,18.08,722,78,66.44,36.96,1062.98,112.49,-0.029702003531625748,3.8688478212060473,1.702710459978528,36.96065300246871,87.64429593566103,61.54215597541739,0.42413431161998905
C100464,28,294.26,110.3,8239.41,513.09,5.24,1.86,146.81,9.29,55.0,20.84,1540,102,52.27,33.23,1463.6,113.76,-0.0023352467383226812,-0.9229022331798752,1.8641451393878723,33.225909967721456,49.52957883225738,52.60057524817814,-0.05838332378365247
C100465,24,291.92,104.54,7006.13,474.29,5.36,2.36,128.6,10.03,41.5,23.47,996,78,69.98,28.28,1679.57,107.89,0.04375936889380452,0.450962900231964,2.3640173556179356,28.280206785034583,78.48627000444917,68.76735886262531,0.141330295398418
C100466,24,273.37,108.72,6560.85,457.32,5.09,2.38,122.21,10.39,47.79,17.12,1147,85,56.42,36.47,1354.0,117.6,0.03664941466303624,0.34808280122383256,2.378902464619732,36.470269893417495,62.86282206860013,55.49584321210908,0.1327483002345587
C100467,5,315.73,111.04,1578.63,441.45,3.19,1.48,15.95,5.52,51.6,12.82,258,68,53.2,40.39,266.01,109.45,0.09964692605523869,11.500874666071995,1.4848507135259887,40.38925125485821,75.95745924724956,19.06944935342702,2.9832014988728055
C100468,34,295.88,104.63,10059.8,547.56,4.8,1.62,163.31,7.79,48.26,24.39,1641,96,58.43,35.09,1986.74,118.88,-0.019704327210881622,0.25963906539325904,1.6225837682869237,35.0850920796332,50.79804889819561,59.17237463338047,-0.14152424652670126
C100469,22,304.09,80.73,6690.08,450.57,4.96,2.25,109.21,10.48,39.95,17.56,879,75,74.99,37.97,1649.8,118.24,-0.03621633775219466,-1.520766412974781,2.248484360412231,37.96794925031084,85.3247354728094,73.35900854446878,0.16311189539982984
C100470,16,365.6,92.62,5849.62,481.72,5.21,1.75,83.36,8.1,54.5,19.51,872,81,57.39,35.27,918.3,117.92,-0.16788409085943243,1.4296698075142527,1.7535273528795041,35.2663508697047,62.94353522538993,56.113245932046645,0.12172329687743944
C100471,8,279.59,92.12,2236.71,404.94,5.24,2.09,41.91,9.02,47.25,10.19,378,61,44.92,35.95,359.36,91.86,-0.42553937143853543,7.57039099360107,2.094802657192656,35.94552637807086,62.30517926627373,34.48797654255204,0.8065768279968586
C100472,30,330.21,96.64,9906.22,518.85,5.21,1.95,156.18,9.32,44.0,16.12,1320,70,57.39,30.23,1721.7,116.62,0.04055165432373601,1.3394966319244943,1.9516305957938571,30.22535019037683,63.40105591487699,56.72211994969231,0.11774834881186255
C100473,6,264.27,77.54,1585.63,400.6,4.4,1.71,26.4,7.33,57.83,23.08,347,90,69.64,36.61,417.84,115.76,-0.1876679351484676,-10.803610402243972,1.712831182557158,36.60540284578658,47.3072759303175,91.97122323838336,-0.4856295886410018
C100474,28,297.79,94.86,8338.17,501.81,5.12,2.51,143.35,9.63,52.25,18.13,1463,88,64.6,32.46,1808.92,114.33,0.01085836173477694,-1.0842446560022794,2.5073377713033524,32.46473955705186,56.86299669514199,65.53320519580177,-0.13230252472398862
C100475,21,331.52,130.27,6961.96,514.42,5.47,2.11,114.8,8.37,49.71,13.96,1044,78,50.12,29.22,1052.58,110.34,-0.12442594894765249,-1.9253610316316656,2.108387210831644,29.216433071536525,28.248370488742967,53.76856766115895,-0.4746304073643964
C100476,32,291.34,104.71,9323.03,538.99,4.83,2.16,154.67,8.33,49.22,19.7,1575,96,63.0,37.13,2016.14,115.5,0.031869987016823816,-0.23809911344596296,2.160832726209669,37.12608660672367,41.07596388155384,65.27288497728804,-0.3707040236409593
C100477,25,300.42,82.47,7510.6,444.51,5.2,2.55,130.12,10.21,44.48,19.97,1112,94,62.57,34.75,1564.28,119.97,0.01970868973955173,0.786989226438653,2.5470739476627093,34.75438171220558,59.9791352826305,62.92456751951447,-0.046808938908805615
C100478,28,315.33,99.76,8829.17,499.3,5.98,2.56,167.42,9.83,51.82,20.25,1451,84,61.35,31.72,1717.72,119.25,-0.09210915281330072,0.042493094921098325,2.5630982033966396,31.719852847557643,49.85688459498653,62.72615083165645,-0.2051658848190489
C100479,7,297.59,64.88,2083.15,392.86,5.27,2.09,36.9,8.92,38.0,19.59,266,67,31.69,32.73,221.85,94.64,0.3359597485852593,5.3719302782956895,2.0894561242668575,32.727856641762656,50.94579844804823,17.253805887023063,1.9527281564217434
C100480,3,242.99,125.29,728.97,327.59,5.6,1.97,16.79,7.87,37.0,23.64,111,59,53.56,48.78,160.69,105.84,-0.01554013304902411,-18.163201771846794,1.9651998619037083,48.783696054476756,53.56414453638646,0.0,0.0
C100481,6,262.6,121.49,1575.63,427.12,5.21,2.63,31.27,8.4,46.67,18.83,280,70,60.75,35.23,364.47,104.75,0.4141116803647006,3.6208809564288646,2.6293806157150765,35.231340026064146,63.95959614053302,57.531597867670484,0.11172987560066902
C100482,13,284.21,98.44,3694.73,434.3,5.12,1.86,66.54,9.05,45.46,24.09,591,87,65.48,24.65,851.3,99.8,-0.17038514256676823,-3.2553637821089056,1.8619640398195927,24.64636201228056,42.73663627436603,72.30916586273906,-0.40897345772884613
C100483,28,301.4,85.9,8439.27,467.08,4.78,1.66,133.71,8.92,52.54,20.69,1471,87,57.83,34.95,1619.2,118.76,-0.018860759641981327,-0.37320358264091424,1.6583041111030346,34.95488627668583,64.25314868653503,57.05746600169538,0.12611290316723558
C100484,18,291.41,120.87,5245.32,582.15,4.59,1.7,82.68,7.2,45.11,17.0,812,77,64.57,37.71,1162.19,116.08,-0.05389079127454816,0.9129775651233909,1.7031591493637916,37.71466155105629,66.01377948261762,64.27628599412876,0.027031641010614324
C100485,7,320.22,60.89,2241.52,413.25,4.75,1.89,33.22,6.73,48.29,22.96,338,87,60.04,29.53,420.29,89.43,0.1452428503819294,-2.6433703763566783,1.893137569774246,29.534222885218345,58.10928272520115,61.49007192398168,-0.0549810578032841
C100486,6,241.41,85.49,1448.48,367.76,4.54,1.09,27.22,5.7,55.83,14.55,335,76,57.75,24.9,346.49,103.08,-0.29065628887230227,3.041863525692067,1.087054975767546,24.899895487787145,56.33629355769674,59.16073346172558,-0.04774179998725211
C100487,31,301.24,90.19,9338.34,422.82,5.41,1.93,167.59,9.42,50.58,21.28,1568,96,75.32,33.81,2334.93,119.59,0.0744427829293188,0.6928317150278497,1.9292153691625973,33.81464749676762,112.11785460818516,71.37783982099243,0.5707655890030306
C100488,27,295.0,109.22,7965.08,508.76,5.34,2.2,144.2,8.71,55.22,22.21,1491,102,68.26,33.0,1843.15,117.5,0.0617431690161958,0.7521302003627476,2.1959399933053816,32.999186059067384,85.38948638349,66.12408270946618,0.29135230137968815
C100489,10,304.02,93.3,3040.18,421.15,5.26,2.54,52.6,10.26,47.8,21.2,478,83,79.62,32.59,796.18,117.92,0.3784491293294845,-0.40822939044339496,2.5433888767882666,32.59326784339329,87.41220167756872,76.27827759040005,0.14596454506951162
C100490,21,325.04,81.11,6825.93,463.21,4.81,1.83,101.08,8.04,46.67,22.44,980,98,66.8,36.44,1402.72,105.84,0.06088117768958481,0.06306410158256391,1.8263163680926644,36.435339413977786,48.55013192940294,69.83708891417207,-0.30480876731460327
C100491,23,283.05,101.7,6510.23,425.68,5.17,1.99,118.93,9.65,48.04,19.04,1105,79,55.04,28.96,1265.86,105.42,0.11501698726892816,0.9654996158621404,1.987571093440377,28.959489372943878,56.36968401063379,54.83772941796142,0.0279361419397244
C100492,17,318.75,119.68,5418.81,625.77,5.46,1.63,92.9,7.93,59.29,15.56,1008,87,63.44,35.58,1078.52,111.7,-0.022501239750944247,-0.3928470960788564,1.6326183252257713,35.580632003611555,64.27430374910023,63.26431005478012,0.015964667811054326
C100493,30,293.38,90.01,8801.31,439.17,5.28,2.35,158.3,9.13,46.47,15.77,1394,73,59.49,33.41,1784.68,118.15,-0.010857547753624188,0.3398961889476807,2.3525705927338785,33.410655458329906,60.44542079555862,59.38301684993723,0.01789070347008673
C100494,12,339.28,94.86,4071.38,570.28,5.42,0.9,65.1,6.76,39.75,21.42,477,70,58.77,28.99,705.24,95.59,0.012850424694350753,2.3848652857438433,0.9001707098170353,28.989562489941278,69.0246566297319,55.351765620455325,0.24701815481426545
C100495,14,307.27,76.29,4301.76,410.22,4.01,1.84,56.13,7.47,48.64,16.52,681,75,64.74,33.78,906.42,109.82,0.2153933096703473,4.270526942632355,1.8389752146410137,33.78487654873904,80.73912158630216,60.38201336985624,0.33713861264865586
C100496,14,310.32,132.77,4344.51,586.88,5.01,1.65,70.15,7.58,47.29,25.5,662,90,67.59,38.6,946.27,119.42,0.10073087920193348,-0.18169159325809758,1.6531379515109474,38.59599721660579,79.13585316540436,64.44227762684422,0.22801142479233774
C100497,12,278.92,91.5,3347.08,432.72,5.19,1.66,62.29,8.59,47.08,20.9,565,78,45.93,32.32,551.22,102.67,-0.042894570918763114,0.0731729656041928,1.6641190379488158,32.32493151655536,27.8866117636104,51.95099462207443,-0.4632131306344396
C100498,11,333.93,129.62,3673.18,550.24,4.58,1.17,50.42,5.67,42.73,29.76,470,93,62.23,28.07,684.51,104.07,-0.020010151453207625,-3.320485202211152,1.170349215831016,28.06615079902912,53.37686088823947,65.5473780042672,-0.18567511754986474
C100499,12,294.1,102.01,3529.22,461.32,4.75,1.68,57.01,7.63,57.33,15.65,688,86,65.84,29.03,790.05,112.18,0.08906691518404487,-1.4275256620887093,1.6758960499498259,29.027717680318364,56.91058434287984,68.81293251390765,-0.17296673366771945
C100500,5,269.49,84.46,1347.43,364.64,4.54,2.42,22.71,6.51,58.8,9.31,294,69,59.35,36.79,296.74,94.31,0.5812953330135989,-1.0413739543042335,2.41525207545988,36.78644015606307,64.867206411484,51.07117965097146,0.2701333091343647
C100501,7,303.5,110.14,2124.52,432.0,5.17,2.66,36.22,8.43,45.14,20.84,316,81,55.13,31.29,385.88,106.61,0.5436327682463581,3.654166321440557,2.6572941232390472,31.29089501916788,56.26953051955212,54.268620542511684,0.03687047794909418
C100502,26,304.92,72.46,7927.88,428.87,5.45,1.63,141.61,8.34,50.73,22.0,1319,114,54.75,31.03,1423.44,117.6,-0.015726445604841776,1.182668374080619,1.631057935375577,31.02640405883431,93.1322049071191,49.741190520997236,0.8723356624889231
C100503,8,292.16,44.56,2337.27,342.25,4.86,1.98,38.84,8.04,59.0,16.59,472,82,48.05,40.75,384.36,106.58,-0.7409362152694127,-8.899604622880299,1.9771790101359645,40.745109647540396,17.491508608640576,66.3776292495701,-0.7364848849470794
C100504,8,296.67,97.14,2373.37,459.22,5.35,1.88,42.8,8.2,52.38,19.03,419,75,54.23,36.59,433.83,102.6,-0.06689241945887232,4.634713470061205,1.87776325564216,36.58581439212692,62.28522648419834,49.39478592085615,0.26096763702946646
C100505,26,293.89,97.76,7641.1,443.55,4.8,1.95,124.89,8.57,46.35,20.5,1205,95,67.3,32.42,1749.67,116.72,0.058132495782143856,-0.30960634727124026,1.946129462483271,32.42042585558353,88.42182479457296,64.53939581177609,0.37004419831335317
C100506,16,302.14,82.87,4834.24,445.4,4.59,1.88,73.46,8.96,47.19,15.94,755,74,67.68,42.27,1082.8,118.43,0.10020305341885292,-5.863767811377748,1.8768462868384923,42.2720885954876,26.684103230247345,77.13474102578813,-0.6540585619996292
C100507,2,293.04,123.14,586.08,380.11,4.35,3.0,8.7,6.48,51.0,29.7,102,72,58.12,63.39,116.24,102.95,4.24816038841191,-89.65065991481535,3.00390301821414,63.39258956361494,58.12013628274476,58.12013628274476,0.0
C100508,19,313.5,118.3,5956.46,453.52,5.27,1.72,100.13,8.09,48.63,21.55,924,87,56.25,33.05,1068.67,108.1,0.17900736989351962,-1.752708541047968,1.7214216770176451,33.049412151278624,33.64868371599305,60.482870762451185,-0.4436658959501185
C100509,10,278.39,91.6,2783.93,423.87,5.6,1.93,56.01,7.97,52.4,14.2,524,76,53.65,30.65,536.46,98.99,-0.23673047775651956,-0.9573158299065287,1.9278609658029493,30.653708314200266,65.03334782814206,48.76546254210739,0.33359440140627955
C100510,4,306.29,105.6,1225.18,432.46,5.01,0.78,20.03,5.85,46.25,9.54,185,56,58.61,49.25,234.43,117.95,0.13932649496662974,-13.807122737627212,0.7833718461090352,49.246798437639654,53.55947630474975,73.74730247082711,-0.27374324876578693
C100511,4,290.79,149.34,1163.15,483.53,6.42,2.91,25.68,9.65,56.75,17.63,227,71,65.9,51.38,263.58,118.53,1.3867012209930987,-23.33271502071808,2.911823951622224,51.37512541579455,48.35127435243155,118.52932642057178,-0.592073322167806
C100512,8,246.89,103.14,1975.11,415.49,5.56,1.56,44.48,7.82,60.25,17.32,482,90,59.53,42.69,476.27,117.9,0.3051177497906827,-12.507824685862992,1.5569360902144607,42.69376061492409,40.05412089667042,71.22085048746129,-0.43760681566527904
C100513,22,316.39,74.0,6960.68,516.5,5.22,1.61,114.77,7.68,42.82,22.62,942,96,53.59,35.88,1179.06,108.05,0.03868780589459616,1.9280752655535116,1.6090090536529391,35.87798973781678,68.36091172660953,51.261937462562976,0.3335608272031091
C100514,28,322.99,85.94,9043.8,482.35,5.15,2.17,144.17,10.21,41.61,19.3,1165,76,63.16,38.2,1768.57,117.8,0.11292797695690987,-0.4198851284163461,2.171220427667606,38.198093886370785,53.32404609276273,64.34385626373128,-0.17126437255797636
C100515,25,313.32,93.63,7833.11,477.98,4.96,2.38,123.96,9.48,52.76,22.78,1319,91,65.4,32.26,1634.89,118.64,-0.04118377925383946,-0.08962382575288162,2.3762349202746207,32.26044442491171,51.23428141568897,67.32687998717361,-0.23902189696820098
C100516,22,282.82,92.91,6221.95,516.79,4.88,2.42,107.35,9.29,46.32,20.1,1019,84,66.63,28.6,1465.91,115.01,0.004070572123326171,-0.8208508095884834,2.4154015913875826,28.60272365558236,45.53722014424674,69.96295090322774,-0.3491237925736794
C100517,14,345.04,135.11,4830.5,587.08,4.98,2.35,69.67,9.95,55.43,12.88,776,83,55.87,38.85,782.12,112.04,-0.20016593753843656,1.3152660589288472,2.3519161151254133,38.850127780231425,49.335943284993824,57.646409843452346,-0.1441627775437684
C100518,25,278.91,73.36,6972.71,391.27,5.37,1.8,134.2,9.81,62.04,16.21,1551,85,68.83,37.18,1720.73,115.92,0.00229551260082029,0.5221711458304775,1.8011823217551701,37.17741131078772,71.16464673212056,68.51079524190317,0.03873625289046739
C100519,15,276.49,93.42,4147.37,450.22,5.55,1.76,83.18,8.59,44.47,16.23,667,85,53.16,38.18,797.38,110.79,0.06639525943991467,-0.6363307169964676,1.7641236700000749,38.1807044931162,35.84841654993179,57.4864687549802,-0.37640252869374324
C100520,16,259.02,125.03,4144.38,465.08,4.72,1.62,75.58,6.66,50.56,22.92,809,73,65.65,33.43,1050.44,117.81,0.028003006919139622,1.770977316191107,1.6191562404763187,33.43444639657084,59.68247494229359,67.03041672897172,-0.10962100707785424
C100521,28,311.65,105.37,8726.09,466.17,4.73,1.91,132.41,7.86,48.0,17.19,1344,83,59.02,32.15,1652.66,116.52,-0.025545700477043805,0.488207270415749,1.9069617663760783,32.147070897463,60.32143384511621,58.868012454023166,0.02468949316452954
C100522,32,342.2,100.45,10950.53,568.44,5.12,1.99,163.76,8.92,51.28,22.23,1641,109,57.3,31.54,1833.55,109.01,0.006379653725392107,-0.050611789600401254,1.986706840093751,31.539493118025934,57.528987019084525,57.27448176796949,0.0044436063541541376
C100523,9,298.58,78.95,2687.19,463.73,5.48,2.2,49.36,8.8,61.78,20.09,556,87,64.81,25.09,583.3,100.86,-0.2668501096364735,2.1222716010673746,2.1997245902314213,25.08894004878051,62.11306567066392,66.1593988428591,-0.061160367883722436
C100524,30,338.75,93.0,10162.38,558.96,5.53,1.91,165.8,10.33,47.23,21.32,1417,84,61.4,33.01,1841.96,119.61,0.10282271583678607,0.2851888547407815,1.9088966102350695,33.01390006287522,53.20803032947032,62.30874521395074,-0.14605838800366022
C100525,2,148.07,3.17,296.14,150.31,5.18,1.87,10.35,6.5,52.5,10.61,105,60,83.88,47.13,167.75,117.21,2.651262368375794,-66.65685293467796,1.8747255993832315,47.133512722665195,83.87724297813322,83.87724297813322,0.0
C100526,5,266.38,118.0,1331.89,476.48,5.82,1.49,29.11,7.59,41.0,20.75,205,75,41.32,21.28,206.58,63.29,0.2038177030655745,-0.21462466495809326,1.4860876427453578,21.282774677632098,46.64029590493703,33.32813697712999,0.39942703478871144
C100527,7,354.96,67.92,2484.71,488.21,4.69,3.19,32.81,7.43,53.14,13.47,372,71,68.51,27.82,479.54,97.48,-0.1950178083033332,-4.696185774572736,3.1899283750243965,27.823825975003366,66.73034867448976,69.83655732753675,-0.0444782614136995
C100528,33,300.23,106.63,9907.66,499.91,4.7,1.78,155.06,8.26,48.61,16.76,1604,79,52.81,33.72,1742.87,119.3,-0.018811730724914003,-0.6144417914186415,1.7793457518042481,33.723042736252474,22.519165896528417,55.84365931129658,-0.5967462345009144
C100529,6,219.4,87.99,1316.41,379.16,4.19,2.03,25.17,6.1,36.0,19.35,216,59,70.91,41.21,425.44,118.89,0.7263756670782989,-2.3777432255008697,2.0344384066015473,41.20796622347502,74.75634380803291,67.05767781240563,0.1148066298562315
C100530,30,345.83,98.44,10374.99,505.89,4.88,1.88,146.27,9.81,51.57,22.21,1547,101,60.21,31.26,1806.42,115.66,0.018866340235925618,0.2853797244016115,1.8764877274935667,31.261826414349883,50.8858814329187,61.250434757557116,-0.16921599602784257
C100531,10,321.84,87.74,3218.35,495.09,5.52,2.67,55.22,11.33,55.2,20.55,552,82,62.65,32.4,626.48,114.91,-0.13495683438580283,0.5895151132318224,2.6721538770869055,32.39557313633736,58.78415743603902,64.30413298203663,-0.08584169150588848
C100532,3,276.61,64.67,829.83,328.69,6.23,0.89,18.68,7.25,48.33,15.31,145,60,52.55,16.46,157.65,66.73,0.7762177188449814,-5.165899182833937,0.8904944193233032,16.455607795667998,52.54856938837005,0.0,0.0
C100533,29,354.63,77.16,10284.15,550.76,5.34,1.87,154.86,10.44,51.0,18.88,1479,85,51.61,34.85,1496.81,112.68,-0.035148611065252314,0.08333896297182511,1.8722225368932373,34.84719564640895,54.87433867047323,51.238026454231964,0.07096901398982214
C100534,7,239.73,106.16,1678.08,379.49,4.47,1.4,31.26,7.03,44.71,23.74,313,90,39.88,16.49,279.18,73.19,0.09885028413069781,-4.995556894304602,1.3973825806533724,16.48903801215816,29.9128071673921,47.36057740389363,-0.3684028192415388
C100535,3,312.23,69.99,936.68,391.97,7.29,1.18,21.86,8.1,33.0,18.68,99,53,56.59,37.6,169.76,79.95,1.0840427912951807,-1.6803439722593827,1.1834316943622603,37.59849624351673,56.585400243290394,0.0,0.0
C100536,21,296.74,105.72,6231.58,452.67,5.49,2.29,115.27,9.63,52.43,23.32,1101,106,50.93,30.75,1069.51,109.2,0.04557331995779979,0.18545503300532457,2.29087167039924,30.747871135742308,68.55545890557076,47.991044918432536,0.42850523513481126
C100537,22,301.99,99.93,6643.73,465.36,5.04,2.06,110.94,8.55,42.91,16.68,944,64,66.68,42.36,1466.86,119.61,0.03943896421404876,0.17819525655252416,2.058660915563744,42.35780891300291,32.84574673476494,72.01686173370517,-0.5439158838076313
C100538,3,282.48,111.06,847.45,396.85,4.51,2.39,13.54,7.16,45.0,21.52,135,67,31.47,41.92,94.4,79.82,-2.3162833475041804,-1.9303295767545563,2.3872285689993413,41.91722624479708,31.46724574049216,0.0,0.0
C100539,8,323.2,122.57,2585.6,492.37,4.63,2.68,37.06,9.66,52.5,20.67,420,83,79.51,25.35,636.1,114.42,0.4679582446967627,0.6103563494675179,2.6835994696520618,25.353410399298312,83.10816354541313,77.35454117155835,0.07437989142866597
C100540,21,246.59,96.58,5178.33,362.31,4.3,1.83,90.2,9.25,50.1,20.14,1052,89,58.59,36.05,1230.42,115.07,0.08879470974944173,-2.218761013670766,1.829480121838438,36.051556850441806,76.08920035435028,55.67492019753112,0.3666692306767675
